Topic	Text
Undocumented Immigrants	Congressman, you’ll get your chance.
Undocumented Immigrants	Let’s continue the discussion.
Undocumented Immigrants	Senator Klobuchar…
Undocumented Immigrants	Yes.
Undocumented Immigrants	Let’s talk about what Secretary Castro just said.
Undocumented Immigrants	He wants to no longer have it be a crime to illegally cross the border.
Undocumented Immigrants	Do you support that?
Undocumented Immigrants	Do you think it should be a civil offense only?
Undocumented Immigrants	And if so, do you worry about potentially incentivizing people to come here?
Undocumented Immigrants	Immigrants, they do not diminish America.
Undocumented Immigrants	They are America.
Undocumented Immigrants	And I am happy to look at his proposal.
Undocumented Immigrants	But I do think you want to make sure that you have provisions in place that allow you to go after traffickers and allow you to go after people who are violating the law.
Undocumented Immigrants	What I really think we need to step back and talk about is the economic imperative here.
Undocumented Immigrants	And that is that 70 of our Fortune 500 companies are headed by people that came from other countries.
Undocumented Immigrants	Twenty-five percent of our U.S. Nobel laureates were born in other countries.
Undocumented Immigrants	We have a situation right now where we need workers in our fields and in our factories.
Undocumented Immigrants	We need them to start small businesses.
Undocumented Immigrants	We need their ideas.
Undocumented Immigrants	And this president has literally gone backwards at a time when our economy needs immigrants.
Undocumented Immigrants	And so my proposal is to look at that 2013 bill that passed the Senate with Republican support, to upgrade that bill, to make it as good as possible and get it done.
Undocumented Immigrants	It brings the doubt down by $158 billion.
Undocumented Immigrants	Senator…
Undocumented Immigrants	It gives a path for citizenship for citizen — for people who can become citizens.
Undocumented Immigrants	And it will be so much better for our economy in America.
Undocumented Immigrants	Senator, that’s time.
Undocumented Immigrants	Thank you.
Undocumented Immigrants	Congressman Ryan, same question.
Undocumented Immigrants	Should it be a crime to illegally cross the border?
Undocumented Immigrants	Or should it be a civil offense only?
Undocumented Immigrants	Well, I agree with Secretary Castro.
Undocumented Immigrants	I think there are other provisions in the law that will allow you to prosecute people for coming over here if they’re dealing drugs and other things.
Undocumented Immigrants	That’s already established in the law.
Undocumented Immigrants	So there’s no need to repeat it.
Undocumented Immigrants	And I think it’s abhorrent — we’re talking about this father who got killed with his daughter, and the issues here — the way these kids are being treated.
Undocumented Immigrants	If you go to Guantanamo Bay, there are terrorists that are held that get better health care than those kids that have tried to cross the border in the United States.
Undocumented Immigrants	That needs to stop.
Undocumented Immigrants	And I think the president should immediately ask doctors and nurses to go immediately down to the border and start taking care of these kids.
Undocumented Immigrants	What kind of country are we running here where we have a president of the United States who’s so focused on hate and fear and division?
Undocumented Immigrants	And what has happened now, the end result is now we’ve got kids literally laying in their own snot, with three-week-old diapers that haven’t been changed.
Undocumented Immigrants	We’ve got to tell this president that is not a sign of strength, Mr. President.
Undocumented Immigrants	That is a sign of weakness.
Undocumented Immigrants	Senator Booker — a lot of people — they asked the question, if you’re president on day one, what will you do with the fact that you will have families here?
Undocumented Immigrants	There’s been a lot of talk about what you’ll do in the first 100 days about legislation.
Undocumented Immigrants	What will you actually do with these families?
Undocumented Immigrants	How will you care for them?
Undocumented Immigrants	Will they be detained or will they not be?
Undocumented Immigrants	Well, this is a related and brief point, because what we’re talking — what Secretary Castro and I are talking about is that we have the power to better deal with this problem through the civil process than the criminal process.
Undocumented Immigrants	I have been to some of the largest private prisons, which are repugnant to me that people are profiting off incarceration, and their immigration lockups.
Undocumented Immigrants	Our country has made so many mistakes by criminalizing things, whether it’s immigration, whether it’s mental illness, whether it’s addiction.
Undocumented Immigrants	We know that this is not the way to deal with problems.
Undocumented Immigrants	There is a humane way that affirms human rights and human dignity and actually solves this problem.
Undocumented Immigrants	Donald Trump isn’t solving this problem.
Undocumented Immigrants	We’ve seen under his leadership a surge at our border.
Undocumented Immigrants	We solve this problem by making investments in the Northern Triangle to stop the reasons why people are being driven here in the first place, and we make sure we use our resources to provide health care to affirm the values and human dignity of the people that come here, because we cannot sacrifice our values, our ideals as a nation for border security.
Undocumented Immigrants	We can have both by doing this the right way.
Undocumented Immigrants	All right, Senator, thank you.
Undocumented Immigrants	Let me go to Governor Inslee on this.
Undocumented Immigrants	What would you do on day one?
Undocumented Immigrants	Same question I just asked Cory Booker.
Undocumented Immigrants	I have yet to hear an answer from anyone on this stage.
Undocumented Immigrants	There is no reason…
Undocumented Immigrants	What will you do with the families that will be here?
Undocumented Immigrants	There is no reason for the detention and separation of these children.
Undocumented Immigrants	They should be released, pending their hearings, and they should have a hearing and the law should be followed.
Undocumented Immigrants	That’s what should happen.
Undocumented Immigrants	And we should do what we’re doing in Washington state.
Undocumented Immigrants	I’m proud that we’ve passed a law that prevents local law enforcement from being turned into mini-ICE agents.
Undocumented Immigrants	I’m proud to have been the first governor to stand up against Donald Trump’s heinous Muslim ban.
Undocumented Immigrants	I’m proud to be a person who’s not only talked about Dreamers, but being one of the first to make sure that they get a college education, so that they can realize their dreams.
Undocumented Immigrants	These are some of the most inspirational people in our state.
Undocumented Immigrants	And I’ll leave you with this thought, if you want to know what I think.
Undocumented Immigrants	Donald Trump the other day tried to threaten me — he thought it was a threat — to tell me that he would send refugees into Washington state if we passed a law that I passed.
Undocumented Immigrants	And I told him that’s not a threat at all.
Undocumented Immigrants	We welcome refugees into our state.
Undocumented Immigrants	We recognize diversity as a strength.
Undocumented Immigrants	This is how we’ve built America.
Undocumented Immigrants	That tradition is going to continue if I’m president of the United States.
Undocumented Immigrants	We’re going to switch to another topic now.
Undocumented Immigrants	We’ve got a lot to get to.
Undocumented Immigrants	Let’s…
	
Iran Nuclear Deal	May I address that?
Iran Nuclear Deal	First and foremost, it was a mistake to pull out of that deal.
Iran Nuclear Deal	And one of the reasons why we’re seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation.
Iran Nuclear Deal	Literally, he took us out of a deal that gave us transparency into their nuclear program and pushed back a nuclear breakout 10, 20 years.
Iran Nuclear Deal	And now we see Iran threatening to go further and who are pulled — being pulled further and further into this crisis.
Iran Nuclear Deal	We need to renegotiate and get back into a deal, but I’m not going to have a primary platform to say unilaterally I’m going to rejoin that deal.
Iran Nuclear Deal	Because when I’m president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it.
Iran Nuclear Deal	All right, Senator Klobuchar, I’d like to ask you to answer that question, because you’ve said — you’ve said you would negotiate yourself back into the Iranian agreement.
Iran Nuclear Deal	Can you argue that that nuclear pact as it was ratified was a good deal?
Iran Nuclear Deal	Yes, it was.
Iran Nuclear Deal	It was imperfect, but it was a good deal for that moment.
Iran Nuclear Deal	I would have worked to get longer sunset periods, and that’s something we could negotiate, to get back in the deal.
Iran Nuclear Deal	But the point is, Donald Trump told us when he got out of it that he was going to give us a better deal.
Iran Nuclear Deal	Those were his words.
Iran Nuclear Deal	And now we are a month away from the Iranians, who claim now that they’re going blow the caps on enriching uranium.
Iran Nuclear Deal	And the Iranians have told us this.
Iran Nuclear Deal	And so that’s where we are now.
Iran Nuclear Deal	He has made us less safe than we were when he became president.
Iran Nuclear Deal	So what I would do is negotiate us back into that agreement, is stand with our allies, and not give unlimited leverage to China and Russia, which is what he has done.
Iran Nuclear Deal	And then, finally, I would make sure that if there is any possibility of a conflict — and we’re having this debate in Congress right now — that he comes to Congress for an authorization of military force.
Iran Nuclear Deal	I would do that.
Iran Nuclear Deal	And this president is literally every single day 10 minutes away from going to war, one tweet away from going to war.
Iran Nuclear Deal	And I don’t think we should conduct…
Iran Nuclear Deal	All right, your time is up.
Iran Nuclear Deal	… foreign policy in our bathrobe at 5:00 in the morning, which is what he does.
Iran Nuclear Deal	Congresswoman Gabbard, Congresswoman Gabbard, you’ve said you would sign back on to the 2015 deal.
Iran Nuclear Deal	Would you — would you insist, though, that it address Iran’s support for Hezbollah?
Iran Nuclear Deal	Let’s deal with the situation where we are, where this president and his chickenhawk cabinet have led us to the brink of war with Iran.
Iran Nuclear Deal	I served in the war in Iraq at the height of the war in 2005, a war that took over 4,000 of my brothers and sisters in uniforms’ lives.
Iran Nuclear Deal	The American people need to understand that this war with Iran would be far more devastating, far more costly than anything that we ever saw in Iraq.
Iran Nuclear Deal	It would take many more lives.
Iran Nuclear Deal	It would exacerbate the refugee crisis.
Iran Nuclear Deal	And it wouldn’t be just contained within Iran.
Iran Nuclear Deal	This would turn into a regional war.
Iran Nuclear Deal	This is why it’s so important that every one of us, every single American, stand up and say no war with Iran.
Iran Nuclear Deal	We need to get back into the Iran nuclear agreement, and we need to negotiate how we can improve it.
Iran Nuclear Deal	It was an imperfect deal.
Iran Nuclear Deal	There are issues, like their missile development, that needs to be addressed.
Iran Nuclear Deal	We can do both simultaneously to prevent Iran from developing a nuclear weapon and preventing us from going to war.
Iran Nuclear Deal	Your time is up.
Iran Nuclear Deal	And this is a very quick follow-up.
Iran Nuclear Deal	But what would your red line be that would — for military action against Iran?
Iran Nuclear Deal	Look, obviously, if there was an attack against the American — our troops, then there would have to be a response.
Iran Nuclear Deal	But my point is — and it’s important for us to recognize this — is Donald Trump and his cabinet, Mike Pompeo, John Bolton, and others — are creating a situation that just a spark would light off a war with Iran, which is incredibly dangerous.
Iran Nuclear Deal	That’s why we need to de-escalate tensions.
Iran Nuclear Deal	Trump needs to get back into the Iran nuclear deal and swallow his pride, put the American people first.
Iran Nuclear Deal	BLASIO: Hey, but wait a minute…
	
Supreme Court Nominees	I’m going to use 20 of my seconds just to say there’s one thing we don’t all agree with when it comes to guns, and I think it’s common sense, and over 70 percent of Americans agree with me.
Supreme Court Nominees	If you need a license to drive a car, you should need a license to buy and own a firearm.
Supreme Court Nominees	And not everybody in this field agrees with that.
Supreme Court Nominees	But in states like Connecticut that did that, they saw 40 percent drops in gun violence and 15 percent drops in suicides.
Supreme Court Nominees	We need to start having bold agendas on guns.
Supreme Court Nominees	When it comes to the Supreme Court, very clearly, we — I agree with my friend, Secretary Castro.
Supreme Court Nominees	We are going to get to 50 votes in the Senate.
Supreme Court Nominees	This is a team sport.
Supreme Court Nominees	Whoever is our nominee needs to campaign in places like South Carolina, because we can elect Jamie Harrison.
Supreme Court Nominees	They need to campaign in places like Iowa, because we can win a Senate seat there.
Supreme Court Nominees	This is about getting us back to having 50 votes in the Senate and more so that we cannot only balance the Supreme Court, but start to pass an aggressive agenda that, frankly, isn’t so aggressive, because most of America agrees with the policy objectives of our party.
Supreme Court Nominees	Mayor De Blasio…
Supreme Court Nominees	Rachel, we have to actually…
Supreme Court Nominees	Congressman Delaney, you’ll have some time in a moment on this issue.
Supreme Court Nominees	This issue is related…
Supreme Court Nominees	Congressman Delaney, I’ll give you some time in a moment.
Supreme Court Nominees	Mayor De Blasio, as an executive in the largest city in this country, you are used to saying what you want to have happen and having it happen.
Supreme Court Nominees	If you nominate a Supreme Court nominee as president of the United States and Mitch McConnell is still Senate majority leader, what makes you believe that he would allow you to make a nominee?
Supreme Court Nominees	BLASIO: Rachel, I am chief executive of the nation’s largest city, and I also wanted to just say something quick on the gun issue and come to your question.
Supreme Court Nominees	Look, I run the largest police force in America, too, and if we’re going to stop these shootings, we want to get these guns off the street, we have to have a very different relationship between our police and our community.
Supreme Court Nominees	I also want to say there’s something that sets me apart from all my colleagues running in this race, and that is, for the last 21 years, I have been raising a black son in America.
Supreme Court Nominees	And I have had to have very, very serious talks with my son, Dante, about how to protect himself on the streets of our city and all over this country, including how to deal with the fact that he has to take special caution because there have been too many tragedies between our young men and our police, too, as we saw recently in Indiana.
Supreme Court Nominees	So we need to have a different conversation in this country about guns, but also a different conversation about policing that brings policing community together.
Supreme Court Nominees	We’ve done that in New York City and we’ve driven down crime while we’ve done it.
Supreme Court Nominees	But to your question about Mitch McConnell, there is a political solution that we have to come to grips with.
Supreme Court Nominees	If the Democratic Party would stop acting like the party of the elites and be the party of working people again, and go into states, including red states, to convince people we’re on their side, we can put pressure on their senators to actually have to vote for the nominees that are put forward…
	
LGBTQ	Let me say that there is no one in our government at any level who has the right to tell any American who they should be allowed to love or who they should be allowed to marry.
LGBTQ	My record in Congress for over six years shows my commitment to fighting for LGBTQ equality.
LGBTQ	I serve on the Equality Caucus and recently voted for passage of the Equality Act.
LGBTQ	Maybe many people in this country can relate to the fact that I grew up in a socially conservative home, held views when I was very young that I no longer hold today.
LGBTQ	I’ve served with LGBTQ servicemembers, both in training and deployed downrange.
LGBTQ	I know that they would give their life for me and I would give my life for them.
LGBTQ	It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace, still people who are unable to find a home for their families.
LGBTQ	It is this kind of discrimination that we need to address.
LGBTQ	But it’s not enough.
LGBTQ	Thank you, Congresswoman Gabbard.
LGBTQ	It’s not enough.
LGBTQ	If I can add to this, it’s very important.
LGBTQ	Thirty seconds, Senator.
LGBTQ	It’s not enough.
LGBTQ	Look, civil rights is someplace to begin, but in the African American civil rights community, another place to focus on was to stop the lynching of African-Americans.
LGBTQ	We do not talk enough about trans Americans, especially African-American trans Americans… … and the incredibly high rates of murder right now.
LGBTQ	We don’t talk enough about how many children, about 30 percent of LGBTQ kids, who do not go to school because of fear.
LGBTQ	It’s not enough just to be on the Equality Act.
LGBTQ	I’m an original co-sponsor.
LGBTQ	We need to have a president that will fight to protect LGBTQ Americans every single day from violence in America.
LGBTQ	Senator Klobuchar, let me put this to you.
LGBTQ	On the issue of civil rights, for decades — on the civil rights and demographics, honestly, and politics, for decades, the Democratic Party has counted on African-American voter turnout as step one to winning elections on a national level.
LGBTQ	Democrats are counting on the Latino community now and in the future in the same way.
LGBTQ	What have you done for black and Latino voters that should enthuse them about going to the polls for you if you’re your party’s nominee?
LGBTQ	My life and my career and my work in the Senate has been about economic opportunity.
LGBTQ	And to me, this means better childcare for everyone in this country.
LGBTQ	And when you want an economy that works, you need to have retirement that works, you need to have public schools that work.
LGBTQ	And you also need to make sure that those communities are able to get those jobs of the future, the STEM jobs.
LGBTQ	In fact, Donald Trump, one of the first bills that he signed of the 34 he signed where I was the lead Democrat — OK, that’s a first up here — was one that was about that, making sure minority community members could share in those jobs.
LGBTQ	So to me, this is about a few things.
LGBTQ	It’s about an African-American woman that goes to a hospital in New Orleans, says her hands are swollen, and then doctor ignores her and her baby dies.
LGBTQ	It’s about the fact that African-American women make 61 cents for every dollar a white man makes.
LGBTQ	So in short, we need, one — and I will do this in my first 100 days as president — we will work to make sure everyone can vote at this table, everyone can vote in this country…
LGBTQ	That’s time, Senator.
LGBTQ	… and we will also go to the next step of criminal justice reform.
LGBTQ	Senator Booker and I worked on that First Step Act, but we should go to the second step act, which is to help all our communities across our country.
LGBTQ	Senator, thank you very much.
LGBTQ	Thirty-second follow-up to you, Secretary Castro.
LGBTQ	This is a 70 percent Latino city here in Miami.
LGBTQ	You are the only Latino Democrat who is running here this year in the presidential race.
LGBTQ	Is that enough of an answer, what Senator Klobuchar is describing there, an economic justice agenda?
LGBTQ	Is that enough to mobilize Latino voters to stand with the Democratic Party in a big way?
LGBTQ	Well, I also think that we have to recognize racial and social justice.
LGBTQ	And, you know, I was in Charleston not too long ago, and I remembered that Dylann Roof went to the Mother Emanuel AME church, and he murdered nine people who were worshipping, and then he was apprehended by police without incident.
LGBTQ	Well, but what about Eric Garner and Tamir Rice and Laquan McDonald and Sandra Bland and Pamela Turner and Antonio Arce?
LGBTQ	I’m proud that I’m the only candidate so far that has put forward legislation that would reform our policing system in America and make sure that no matter what the color of your skin is, that you’re treated the same, including Latinos who are mistreated too oftentimes by police.
	
Foreign Policy	John, appreciate the question.
Foreign Policy	The answer is yes, but that action should always be undertaken with allies and partners and friends.
Foreign Policy	When the United States presents a united front, we have a much better chance of achieving our foreign policy aims and preventing the kind of genocide to which you refer, the kind of genocide that we saw in Rwanda, the kind of genocide we want to stop going forward.
Foreign Policy	But unfortunately, under this administration, President Trump has alienated our allies and our friends and our alliances.
Foreign Policy	He’s diminished our standing in the world and he’s made us weaker as a country, less able to confront challenges, whether it’s Iran or North Korea or Vladimir Putin in Russia, who attacked and invaded our democracy in 2016, and who President Trump has offered another invitation to do the same.
Foreign Policy	He’s embraced strongmen and dictators at the expense of the great democracies.
Foreign Policy	As president, I will make sure that we live our values in our foreign policy.
Foreign Policy	I will ensure that we strengthen those alliances and partnerships and friendships and meet any challenge that we face together.
Foreign Policy	That makes America stronger.
Foreign Policy	BLASIO: But what about the War Powers Act?
Foreign Policy	Congressman O’Rourke, thank you.
Foreign Policy	BLASIO: What about the War Powers Act being a part of that equation?
Foreign Policy	With deep respect to the congressman, look, we’ve learned painful lessons as Americans that we’ve gone to war without congressional authorization.
Foreign Policy	And look, this is very personal for me.
Foreign Policy	I know the cost of war.
Foreign Policy	My dad served in the Pacific in World War II in the U.S. Army, Battle of Okinawa, had half his leg blown off, and he came home with scars, both physical and emotional, and he did not recover.
Foreign Policy	He spiraled downward and he ultimately took his own life.
Foreign Policy	And that battle didn’t kill him, but that war did.
Foreign Policy	And, look, even in the humanitarian crisis — and I think we should be ready, Congressman, to intervene, God forbid there is genocide — but not without congressional approval.
Foreign Policy	Democrats and Republicans both in the Congress have not challenged presidents and have let them get away with running the military without that congressional approval.
Foreign Policy	We learned a lesson in Vietnam we seem to have forgotten, that decisions have to be made by the United States Congress…
Foreign Policy	I’m going to pick up — I want to pick up this point, and I want to put this to Congressman Ryan.
Foreign Policy	Today the Taliban claimed responsibility for killing two American servicemembers in Afghanistan.
Foreign Policy	Leaders as disparate as President Obama and President Trump have both said that they want to end U.S. involvement in Afghanistan, but it isn’t over for America.
Foreign Policy	Why isn’t it over?
Foreign Policy	Why can’t presidents of very different parties and very different temperaments get us out of there?
Foreign Policy	And how could you?
Foreign Policy	I appreciate that question.
Foreign Policy	So I’ve been in Congress 17 years.
Foreign Policy	And 12 of those years I’ve sat on the Armed Services Committee, the Defense Appropriations Committee or the Armed Services Committee.
Foreign Policy	And the lesson that I’ve learned over the years is that you have to stay engaged in these situations.
Foreign Policy	Nobody likes it.
Foreign Policy	It’s long.
Foreign Policy	It’s tedious.
Foreign Policy	But right now, we have — so I would say we must be engaged in this.
Foreign Policy	We must have our State Department engaged.
Foreign Policy	We must have our military engaged to the extent they need to be.
Foreign Policy	But the reality of it is, this president doesn’t even have people appointed in the State Department to deal with these things, whether we’re talking about Central America, whether we’re talking about Iran, whether we’re talking about Afghanistan.
Foreign Policy	We’ve got to be completely engaged.
Foreign Policy	And here’s why, because these flare-ups distract us from the real problems in the country.
Foreign Policy	If we’re getting drones shot down for $130 million, because the president is distracted, that’s $130 million that we could be spending in places like Youngstown, Ohio, or Flint, Michigan, or rebuilding — or rebuilding…
Foreign Policy	Congresswoman Gabbard, I’m going to give you 30 seconds, actually, to jump off what he said.
Foreign Policy	He described engagement as the problem.
Foreign Policy	Is that what you will tell — is that what you will tell the parents of those two soldiers who were just killed in Afghanistan?
Foreign Policy	Well, we just have to be engaged?
Foreign Policy	As a soldier, I will tell you, that answer is unacceptable.
Foreign Policy	We have to bring our troops home from Afghanistan.
Foreign Policy	We are in a place in Afghanistan where we have lost so many lives.
Foreign Policy	We’ve spent so much money.
Foreign Policy	Money that’s coming out of every one of our pockets, money that should be going into communities here at home, meeting the needs of the people here at home.
Foreign Policy	We are no better off in Afghanistan today than we were when this war began.
Foreign Policy	This is why it’s so important to have a president and commander-in-chief who knows the cost of war and who’s ready to do the job on day one.
Foreign Policy	I am ready to do that job when I walk into the Oval Office.
Foreign Policy	Listen, I’m going to go down the line — I’m going to go down — I’m going to go down — I’m going to go down the line here.
Foreign Policy	You know what, you felt — you felt like she was rebutting you.
Foreign Policy	Get 30 seconds, go.
Foreign Policy	Thank you.
Foreign Policy	You’re a very good man.
Foreign Policy	I appreciate that.
Foreign Policy	Fair enough.
Foreign Policy	I hear what you’re saying.
Foreign Policy	She invoked your name.
Foreign Policy	I would just say, I don’t want to be engaged.
Foreign Policy	I wish we were spending this money in places that I’ve represented that have been completely forgotten and we were rebuilding.
Foreign Policy	But the reality of it is, if the United States isn’t engaged, the Taliban will grow.
Foreign Policy	And they will have bigger, bolder terrorist acts.
Foreign Policy	We have got to have some presence there…
Foreign Policy	The Taliban was there long before we came in.
Foreign Policy	They’re going to be there long before we leave.
Foreign Policy	And they were — yeah, exactly.
Foreign Policy	Well, we were.
Foreign Policy	We cannot keep U.S. troops deployed to Afghanistan thinking that we’re going to somehow squash this Taliban that’s been there, that every other country that’s tried has failed.
Foreign Policy	I didn’t say — I didn’t say squash them.
Foreign Policy	I didn’t say squash them.
Foreign Policy	When we weren’t in there, they started flying planes into our buildings.
Foreign Policy	So I’m just saying right now … we have an obligation…
Foreign Policy	The Taliban didn’t attack us on 9/11.
Foreign Policy	Al Qaida did.
Foreign Policy	Well, I — I understand…
Foreign Policy	Al Qaida attacked us on 9/11.
Foreign Policy	That’s why I and so many other people joined the military, to go after Al Qaida, not the Taliban.
Foreign Policy	I understand that.
Foreign Policy	The Taliban…
Foreign Policy	Go ahead, Congressman.
Foreign Policy	Finish up, 10 seconds.
Foreign Policy	The Taliban was protecting those people who were plotting against us.
Foreign Policy	All I’m saying is, if we want to go into elections, and we want to say that we’ve got to withdraw from the world, that’s what President Trump is saying.
Foreign Policy	We can’t.
Foreign Policy	I would love for us to.
	
Opening statements	Well, you are quite right.
Opening statements	We have a new vision for America and at a time when we have three people in this country owning more wealth than the bottom half of America, while 500,000 people are sleeping out on the streets today we think it is time for change, real change.
Opening statements	And by that I mean that healthcare in my view is a human right and we have got to pass a Medicare for all single-payer system.
Opening statements	Under that system by the way vast majority of the people in this country will be paying significantly less for healthcare than they are right now.
Opening statements	I believe that education is the future for this country and that is why I believe that we must make public colleges and universities tuition-free and eliminate student debt and we do that by placing a tax on Wall Street.
Opening statements	Every proposal that I have brought forth is fully paid for.
Opening statements	Senator Sanders I will give you 10 seconds just to ask the–answer the very direct question will you raise taxes for the middle class in a Sanders administration?
Opening statements	People who have healthcare under Medicare for all will have no premiums, no deductibles, no copayments, no out of expe–out-of-pocket expenses.
Opening statements	Yes, they will pay more in taxes but less in healthcare for what they get.
Opening statements	Thank you Senator.
Opening statements	Senator Sanders–
Opening statements	Senator–Senator Bennet we’re going to get to everybody.
	
Biden addresses income inequality	What I meant by that is look, Donald Trump thinks Wall Street built America.
Biden addresses income inequality	Ordinary middle-class Americans built America.
Biden addresses income inequality	My dad used to have an expression he said Joe a job is about a lot more than a paycheck; it’s about your dignity, it’s about respect, it’s being able to look your kid in the eye and say everything’s going to be okay.
Biden addresses income inequality	Too many people who are in the middle class and poor have had the bottom fall out under this proposal.
Biden addresses income inequality	What I am saying is that we’ve got to be straightforward.
Biden addresses income inequality	We have to make sure we understand that to return dignity to the middle class they have to have insurance that is covered and they can afford it.
Biden addresses income inequality	They have to make sure that we (INAUDIBLE) situation where there’s continuing education and they are able to pay for it and they have to make sure that they are able to breathe air that is–is–is clean and they–they have water that they can drink.
Biden addresses income inequality	Look, Donald Trump has put us in a horrible situation.
Biden addresses income inequality	We do have enormous income inequality and one thing I agree honestly can make massive cuts in the $1.6 trillion in tax loopholes out there and I would be going about eliminating Donald Trump’s tax cuts for the wealthy.
	
Candidates are asked about ‘socialism’	Well, I think that the bottom line is, if we don’t clearly define that we are not socialists, the Republicans are going to come at us every way they can and–and call us socialists.
Candidates are asked about ‘socialism’	And if you look at the Green New Deal, which I admire the sense of urgency and how important it is to do climate change, I’m a scientist, but we can’t promise every American a government job if you want to get universal healthcare coverage.
Candidates are asked about ‘socialism’	I believe that healthcare is a right and not a privilege, but you can’t expect to eliminate private insurance for 180 million people, many of whom don’t want to give it up.
Candidates are asked about ‘socialism’	In Colorado, we brought businesses and nonprofits together.
Candidates are asked about ‘socialism’	We got to near universal healthcare coverage.
Candidates are asked about ‘socialism’	We were the first state in America to–to bring the environmental community and the oil and gas industry to address, aggressively address methane emissions.
Candidates are asked about ‘socialism’	And we were also the first place to–to expand reproductive rights on a scale basis that we reduced teen pregnancy by 54 percent.
Candidates are asked about ‘socialism’	We’ve done the big progressive things people said it couldn’t be done.
Candidates are asked about ‘socialism’	I’ve done what pretty much everyone else up here is still talking about doing.
Candidates are asked about ‘socialism’	Governor, thank you.
Candidates are asked about ‘socialism’	Senator Sanders–I’ll give you a chance to–to weigh in here.
Candidates are asked about ‘socialism’	What is your response to those who say nominating a–a socialist would reelect Donald Trump?
Candidates are asked about ‘socialism’	Well, I think the responses at the polls, last poll I saw had us 10 points ahead of Donald Trump, because the American people understand that Trump is a phony, that Trump is a pathological liar and a racist, and then he lied to the American people during his campaign.
Candidates are asked about ‘socialism’	He said he was going to stand up for working families.
Candidates are asked about ‘socialism’	Well, President Trump, you’re not standing up for working families when you try to throw 32 million people off the healthcare that they have and that 83 percent of your tax benefits go to the top 1 percent.
Candidates are asked about ‘socialism’	That’s how we be Trump.
Candidates are asked about ‘socialism’	We expose him for the fraud that he is.
Candidates are asked about ‘socialism’	In answer–
Candidates are asked about ‘socialism’	–Senator–
Candidates are asked about ‘socialism’	–I want to talk about–
Candidates are asked about ‘socialism’	–Senator Gillibrand, 30 seconds.
Candidates are asked about ‘socialism’	I disagree with both their perspectives.
Candidates are asked about ‘socialism’	The debate we’re having in our party right now is confusing because the truth is there’s a big difference between capitalism on the one hand and greed on the other.
Candidates are asked about ‘socialism’	And so, all the things that we’re trying to change is when companies care more about profits when they do about people.
Candidates are asked about ‘socialism’	So, if you’re talking about ending gun violence, it’s the greed of the NRA and the gun manufacturers that make any progress impossible.
Candidates are asked about ‘socialism’	It’s the greed of the insurance companies and the drug companies when we want to try to get healthcare as a right and not a privilege.
Candidates are asked about ‘socialism’	Senator Gillibrand–
Candidates are asked about ‘socialism’	–So, there may–
Candidates are asked about ‘socialism’	–Thank you–
Candidates are asked about ‘socialism’	–Not be disagreement in the party because, in truth, we want healthy capitalism.
Candidates are asked about ‘socialism’	Senator, thank you.
Candidates are asked about ‘socialism’	We don’t want corrupted capitalism–
Candidates are asked about ‘socialism’	–Thank you.
Candidates are asked about ‘socialism’	I want to be fair to all the candidates–
Candidates are asked about ‘socialism’	–Which is the definition of greed.
Candidates are asked about ‘socialism’	Thank you.
Candidates are asked about ‘socialism’	Senator Bennet–You have said, “It’s possible to write policy proposals that have no basis in reality.
Candidates are asked about ‘socialism’	You might as well call them candy.” Were you referring to any candidate or proposal in particular when you said that?
Candidates are asked about ‘socialism’	Are you–was that directed to me?
Candidates are asked about ‘socialism’	Yes, that was your quote.
Candidates are asked about ‘socialism’	Well, thank you.
Candidates are asked about ‘socialism’	That sounded like me.
Candidates are asked about ‘socialism’	Thank you.
Candidates are asked about ‘socialism’	It was you.
Candidates are asked about ‘socialism’	I appreciate it.
Candidates are asked about ‘socialism’	Well–
Candidates are asked about ‘socialism’	–It definitely wasn’t me–
Candidates are asked about ‘socialism’	–Look, first of all, I agree completely with Bernie about what the fundamental challenge we’re facing as a country is, 40 years of no economic growth for 90 percent of the American people.
Candidates are asked about ‘socialism’	One hundred and sixty thousand families in the top .1 percent have the same wealth as the bottom 90 percent, and we got the worst income inequality that we’ve had in 100 years.
Candidates are asked about ‘socialism’	Where I disagree is on his solution on Medicare for All.
Candidates are asked about ‘socialism’	You know, I–I have proposed getting to universal healthcare, which we need to do.
Candidates are asked about ‘socialism’	It is a right.
Candidates are asked about ‘socialism’	Healthcare is a right.
Candidates are asked about ‘socialism’	We need to get to personal healthcare.
Candidates are asked about ‘socialism’	I believe the way to do that is by finishing the work we started with Obamacare and creating a public option that every family and every person in America can make a choice for their family about whether they want a public option which for them would be like having Medicare for all or whether they want to keep their private insurance.
Candidates are asked about ‘socialism’	I believe we will get there much more quickly if we do that.
Candidates are asked about ‘socialism’	If I could just finish–Bernie mentioned that the taxes that we would have to pay because of those taxes Vermont rejected Medicare for all.
Candidates are asked about ‘socialism’	In Bernie’s bill, in Bernie’s bill I wrote–
Candidates are asked about ‘socialism’	We are going to talk about healthcare at length Senator, but at the moment my colleague–
