label	text
0	I’ve stood up to the banks and voted against the bail out twice.
0	I’ve stood up to Trump more than any other senator in the U.S. Senate.
0	And I have the most comprehensive approach for getting money out of politics with publicly funded elections to deal with political corruption.
0	Now is not the time to play it safe.
0	Now is not the time to be afraid of first.
0	We need a president who will take on the big challenges even if she stands alone.
0	Join me in fighting for this.
0	First, I want to thank everyone who put me on this stage tonight.
0	I am proof that our democracy still works.
0	Democrats and Americans around the country have one question for their nominee and that is who can beat Donald Trump in 2020.
0	That is the right question.
0	And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected and will have a vision of a trickle up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives.
0	I am that candidate.
0	I can build a much broader coalition to beat Donald Trump.
0	It is not left.
0	It is not right.
0	It is forward and that is where I’ll take the country in 2020.
0	Thank you.
0	Well, I–I just want to leave you with a couple of things.
0	One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump and I will do that.
0	Second, this election is about you.
0	This is about your hopes and your dreams and your fears and what wakes you up at 3:00 in the morning.
0	And that’s why I have what I call a 3:00 a.m. agenda that is about everything from what we need to do to deliver healthcare to how you will be able to pay the bills by the end of the month.
0	And when I think about what our country needs, I promise you I will be a president who leads with a sense of dignity, with honest, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper.
0	So, I hope to own–earn your support.
0	Please join us at kamalaharris.org.
0	Nothing about politics is theoretical for me.
0	I’ve had the experience of writing a letter to my family, putting it in an envelope marked just in case and leaving it where they would know where to find it in case I didn’t come back from Afghanistan.
0	I have the experience of being in a marriage that exists by the grace of a single vote on the U.S. Supreme Court and I have the experience of guiding a community where the per capita income was below $20,000 when I took office into a brighter future.
0	I am running because the decisions we make in the next three or four years are going to decide how the next 30 or 40 go and when I get to the current age of the current President in the year 2055 I want to be able to look back on these years and save my generation delivered climate solutions, racial equality and an end to endless war.
0	Help me deliver that new generation to Washington before it’s too late.
0	I suspect people all over the country who are watching this debate are saying these are good people, they have great ideas but how come nothing really changes?
0	How come for the last 45 years wages have been stagnant for the middle class?
0	How come we have the highest rate of childhood poverty?
0	How come 45 million people still have student debt West Denmark how can three people own more wealth than the bottom half of America?
0	And here is the answer, nothing will change unless we have the guts to take on Wall Street, the insurance industry, the pharmaceutical industry, the military industrial complex in the fossil fuel industry.
0	If we don’t have the guts to take them on we will continue to have plans, we will continue to have talk and rich will get richer and everybody else will be struggling.
0	Thank you very much.
0	I am running to leave this country because I think it is important we restore the soul of this nation.
0	This President has ripped it out.
0	He is the only President in our history who has equated racist and–and white supremacist with ordinary decent people.
0	He is the only President who is that in engaged and embraced dictators and thumb their nose at our allies.
0	I am secondly running for President because I think we have to restore the backbone of America.
0	The poor and hard-working middle-class people.
0	You can’t do that without replacing them with the dignity they once had.
0	Lastly, we’ve got to unite the United States of America as much as anybody says we can’t.
0	If we do, there’s not a single thing the American people can’t do.
0	This is the United States of America.
0	We can do anything if we’re together, together.
0	So, God bless you all and may God protect our troops.
0	And that doesn’t count the money that was paid to executives, the money that was spent lobbying Washington.
0	We have a giant industry that wants our health care system to stay the way it is, because it’s not working for families, but it’s sure as heck working for them.
