Topic	Text
Climate Change	that's the biggest statement.
Climate Change	All right, we have one final question-- Mr. President--
Climate Change	Because basically what he’s saying is he’s going to destroy the oil industry.
Climate Change	Will you remember that Texas?
Climate Change	Will you remember that Pennsylvania?
Climate Change	Oklahoma?
Climate Change	Ohio?
Climate Change	Vice President Biden, let me give you ten seconds to respond and then I have to get to the final question.
Climate Change	Vice President Biden?
Climate Change	He takes everything out of context, but the point is, look, we have to move toward a net zero emissions.
Climate Change	The first place to do that by the year 2025 is in energy production.
Climate Change	By 2050, totally.
Climate Change	All right.
Climate Change	One final question--
Climate Change	Is he gonna get China to do it?
Climate Change	Is he going to get China to do it?
Climate Change	No, we're finished with this.
Climate Change	We have to move on to our final question.
Climate Change	No, I’m going to rejoin the Paris Accord and get China to abide by what they agreed to
Climate Change	But that’ll cost you $1 trillion.
	
